ts_close_iso,timeframe,symbol,btc_symbol,close_alt,close_btc,ratio,z,z_window,dp6h,dp12h,atr_ratio,qv_24h,vol_surge_mult,mom,breadth,universe_n,top_n,in_cands,pairs_signal
2025-08-12 12:48:00 UTC,1h,BNT-USDT,BTC-USDT,0.80187,118947.9,6.741354828e-06,,30,0.0247147,0.0150896,0.0125777,1.97644e+06,0,0,0.556818,465,4,0,HOLD
2025-08-12 12:48:00 UTC,1h,BOME-USDT,BTC-USDT,0.00187,118947.9,1.572116868e-08,,30,0.0286029,0.0235359,0.0173797,9.29151e+06,0,0,0.556818,465,4,0,HOLD
2025-08-12 12:48:00 UTC,1h,BR-USDT,BTC-USDT,0.05008,118947.9,4.210246671e-07,,30,-0.000598683,0.00019972,0.00104119,1.93491e+06,0,0,0.556818,465,4,0,HOLD
2025-08-12 12:48:00 UTC,1h,BRETT-USDT,BTC-USDT,0.05643,118947.9,4.744093843e-07,,30,0.0430684,0.0354128,0.0179489,5.26854e+06,0,0,0.556818,465,4,0,HOLD
2025-08-12 12:48:00 UTC,1h,BROCCOLI-USDT,BTC-USDT,0.02791,118947.9,2.346405443e-07,,30,-0.0137809,-0.043523,0.0194247,6.47347e+06,0,0,0.556818,465,4,0,HOLD
2025-08-12 12:48:00 UTC,1h,BROCCOLIF3B-USDT,BTC-USDT,0.010109,118947.9,8.498678833e-08,,30,0.0284871,-0.0184484,0.0143578,6.44658e+06,0,0,0.556818,465,4,0,HOLD
2025-08-12 12:48:00 UTC,1h,BSV-USDT,BTC-USDT,28.89,118947.9,0.0002428794455,,30,-0.0123077,-0.018015,0.0149335,2.3384e+06,0,0,0.556818,465,4,0,HOLD
2025-08-12 12:48:00 UTC,1h,BSW-USDT,BTC-USDT,0.02697,118947.9,2.267379248e-07,,30,-0.01677,-0.00258876,0.0252397,2.21731e+06,0,0,0.556818,465,4,0,HOLD
2025-08-12 12:48:00 UTC,1h,BTC-USDT,BTC-USDT,119064.7,118947.9,1.000981943,,30,0.00214545,0.00116459,0.00383465,1.67737e+09,0,0,0.556818,465,4,0,HOLD
2025-08-12 12:48:00 UTC,1h,BULLA-USDT,BTC-USDT,0.08519,118947.9,7.161959143e-07,,30,0.00756949,-0.00362573,0.0253802,6.84114e+06,0,0,0.556818,465,4,0,HOLD
2025-08-12 12:48:00 UTC,1h,C-USDT,BTC-USDT,0.25789,118947.9,2.168092081e-06,,30,0.0199731,0.015995,0.0173219,6.65849e+06,0,0,0.556818,465,4,0,HOLD
2025-08-12 12:48:00 UTC,1h,CAKE-USDT,BTC-USDT,2.776,118947.9,2.33379488e-05,,30,0.0102995,0.000684907,0.0102331,2.66245e+06,0,0,0.556818,465,4,0,HOLD
2025-08-12 12:48:00 UTC,1h,CARV-USDT,BTC-USDT,0.3071,118947.9,2.581802621e-06,,30,-0.0210392,-0.00162549,0.0185607,2.3082e+06,0,0,0.556818,465,4,0,HOLD
2025-08-12 12:48:00 UTC,1h,CATI-USDT,BTC-USDT,0.09285,118947.9,7.805938566e-07,,30,-0.0274432,-0.0321067,0.0431495,7.0804e+06,0,0,0.556818,465,4,0,HOLD
2025-08-12 12:48:00 UTC,1h,CELO-USDT,BTC-USDT,0.3516,118947.9,2.955915993e-06,,30,0.0301787,0.022093,0.01611,2.46413e+06,0,0,0.556818,465,4,0,HOLD
2025-08-12 12:48:00 UTC,1h,CELR-USDT,BTC-USDT,0.00791,118947.9,6.649970281e-08,,30,0.0286086,0.0206452,0.013184,2.02641e+06,0,0,0.556818,465,4,0,HOLD
2025-08-12 12:48:00 UTC,1h,CETUS-USDT,BTC-USDT,0.10798,118947.9,9.077924032e-07,,30,0.0277936,0.0233131,0.0161406,899136,0,0,0.556818,465,4,0,HOLD
2025-08-12 12:48:00 UTC,1h,CFX-USDT,BTC-USDT,0.19919,118947.9,1.674598711e-06,,30,0.0300977,0.00433621,0.0139529,1.01368e+07,0,0,0.556818,465,4,0,HOLD
