ts,param,value,equity_end,profit_factor,max_dd,monotonicity,trades,elapsed_sec,yaml
2025-08-24T22:14:15,tp|sl|min-mom|min-atr|position_notional|top-n,3.45|1.06|0.001|0.0002|70.0|6.0,-0.519405,0.786559,-1.00396,-0.119471,320,35.98113036155701,tune_tmp/t5m5000_s8_grid_grid_3p45_1p06_0p001_0p0002_70p0_6p0.yaml
2025-08-24T22:14:50,tp|sl|min-mom|min-atr|position_notional|top-n,3.45|1.06|0.001|0.0002|70.0|8.0,-0.519405,0.786559,-1.00396,-0.119471,320,35.585036516189575,tune_tmp/t5m5000_s8_grid_grid_3p45_1p06_0p001_0p0002_70p0_8p0.yaml
2025-08-24T22:15:27,tp|sl|min-mom|min-atr|position_notional|top-n,3.45|1.06|0.001|0.0002|70.0|10.0,-0.519405,0.786559,-1.00396,-0.119471,320,37.01611685752869,tune_tmp/t5m5000_s8_grid_grid_3p45_1p06_0p001_0p0002_70p0_10p0.yaml
2025-08-24T22:16:04,tp|sl|min-mom|min-atr|position_notional|top-n,3.45|1.06|0.001|0.0002|80.0|6.0,-0.079656,0.80157,-1.000587,-0.110143,294,36.29555368423462,tune_tmp/t5m5000_s8_grid_grid_3p45_1p06_0p001_0p0002_80p0_6p0.yaml
2025-08-24T22:16:41,tp|sl|min-mom|min-atr|position_notional|top-n,3.45|1.06|0.001|0.0002|80.0|8.0,-0.079656,0.80157,-1.000587,-0.110143,294,37.72951698303223,tune_tmp/t5m5000_s8_grid_grid_3p45_1p06_0p001_0p0002_80p0_8p0.yaml
2025-08-24T22:17:18,tp|sl|min-mom|min-atr|position_notional|top-n,3.45|1.06|0.001|0.0002|80.0|10.0,-0.079656,0.80157,-1.000587,-0.110143,294,36.453009366989136,tune_tmp/t5m5000_s8_grid_grid_3p45_1p06_0p001_0p0002_80p0_10p0.yaml
2025-08-24T22:17:53,tp|sl|min-mom|min-atr|position_notional|top-n,3.45|1.06|0.001|0.0002|90.0|6.0,-1.428335,0.807935,-1.010197,-0.106234,272,35.46125340461731,tune_tmp/t5m5000_s8_grid_grid_3p45_1p06_0p001_0p0002_90p0_6p0.yaml
2025-08-24T22:18:26,tp|sl|min-mom|min-atr|position_notional|top-n,3.45|1.06|0.001|0.0002|90.0|8.0,-1.428335,0.807935,-1.010197,-0.106234,272,32.55405950546265,tune_tmp/t5m5000_s8_grid_grid_3p45_1p06_0p001_0p0002_90p0_8p0.yaml
2025-08-24T22:18:58,tp|sl|min-mom|min-atr|position_notional|top-n,3.45|1.06|0.001|0.0002|90.0|10.0,-1.428335,0.807935,-1.010197,-0.106234,272,32.183934688568115,tune_tmp/t5m5000_s8_grid_grid_3p45_1p06_0p001_0p0002_90p0_10p0.yaml
2025-08-24T22:19:37,tp|sl|min-mom|min-atr|position_notional|top-n,3.47|1.02|0.0|0.0|70.0|6.0,56.708246,0.917443,-0.614078,-0.043056,375,38.65302228927612,tune_tmp/t5m5000_s8_grid_grid_3p47_1p02_0p0_0p0_70p0_6p0.yaml
